record_id,title,journal,year,final_evidence_class,statistic_type,statistic_snippet
PVA-0493,Mapping the susceptibility of large language models to medical misinformation across clinical notes and social media: a cross-sectional benchmarking analysis.,The Lancet. Digital health,2026,core_pediatric_evidence,percentage,7%
PVA-0493,Mapping the susceptibility of large language models to medical misinformation across clinical notes and social media: a cross-sectional benchmarking analysis.,The Lancet. Digital health,2026,core_pediatric_evidence,percentage,9%
PVA-0493,Mapping the susceptibility of large language models to medical misinformation across clinical notes and social media: a cross-sectional benchmarking analysis.,The Lancet. Digital health,2026,core_pediatric_evidence,percentage,6%
PVA-0493,Mapping the susceptibility of large language models to medical misinformation across clinical notes and social media: a cross-sectional benchmarking analysis.,The Lancet. Digital health,2026,core_pediatric_evidence,percentage,1%
PVA-0493,Mapping the susceptibility of large language models to medical misinformation across clinical notes and social media: a cross-sectional benchmarking analysis.,The Lancet. Digital health,2026,core_pediatric_evidence,event_count_of_total,108 (31·7%) of 158
PVA-0493,Mapping the susceptibility of large language models to medical misinformation across clinical notes and social media: a cross-sectional benchmarking analysis.,The Lancet. Digital health,2026,core_pediatric_evidence,event_count_of_total,5023 of 7900
PVA-0497,Reliability of LLMs as medical assistants for the general public: a randomized preregistered study.,Nature medicine,2026,core_foundational_transferable_evidence,percentage,94.9%
PVA-0497,Reliability of LLMs as medical assistants for the general public: a randomized preregistered study.,Nature medicine,2026,core_foundational_transferable_evidence,percentage,56.3%
PVA-0497,Reliability of LLMs as medical assistants for the general public: a randomized preregistered study.,Nature medicine,2026,core_foundational_transferable_evidence,percentage,34.5%
PVA-0497,Reliability of LLMs as medical assistants for the general public: a randomized preregistered study.,Nature medicine,2026,core_foundational_transferable_evidence,percentage,44.2%
PVA-0497,Reliability of LLMs as medical assistants for the general public: a randomized preregistered study.,Nature medicine,2026,core_foundational_transferable_evidence,sample_size,"1,298 participants"
PVA-0502,Independent and collaborative performance of large language models and healthcare professionals in diagnosis and triage.,NPJ digital medicine,2026,core_foundational_transferable_evidence,confidence_interval,"The relative diagnostic accuracy of LLMs versus HCPs progressively improved from 0.89 (95% CI, 0.79-1.00) for top-1 to 0.91 (0.83-1.00) for top-3, 1.04 (0.89-1.22) for top-5, and 1.17 (0.87-1.57) for top-10 diagnoses, with significant model variability."
PVA-0502,Independent and collaborative performance of large language models and healthcare professionals in diagnosis and triage.,NPJ digital medicine,2026,core_foundational_transferable_evidence,percentage,95%
PVA-0503,A large language model for complex cardiology care.,Nature medicine,2026,core_foundational_transferable_evidence,p_value,P = 0.02
PVA-0503,A large language model for complex cardiology care.,Nature medicine,2026,core_foundational_transferable_evidence,p_value,P = 0.033
PVA-0503,A large language model for complex cardiology care.,Nature medicine,2026,core_foundational_transferable_evidence,p_value,P = 0.0021
PVA-0503,A large language model for complex cardiology care.,Nature medicine,2026,core_foundational_transferable_evidence,percentage,46.7%
PVA-0503,A large language model for complex cardiology care.,Nature medicine,2026,core_foundational_transferable_evidence,percentage,32.7%
PVA-0503,A large language model for complex cardiology care.,Nature medicine,2026,core_foundational_transferable_evidence,percentage,20.6%
PVA-0503,A large language model for complex cardiology care.,Nature medicine,2026,core_foundational_transferable_evidence,percentage,24.3%
PVA-0503,A large language model for complex cardiology care.,Nature medicine,2026,core_foundational_transferable_evidence,percentage,13.1%
PVA-0503,A large language model for complex cardiology care.,Nature medicine,2026,core_foundational_transferable_evidence,percentage,37.4%
PVA-0503,A large language model for complex cardiology care.,Nature medicine,2026,core_foundational_transferable_evidence,percentage,17.8%
PVA-0503,A large language model for complex cardiology care.,Nature medicine,2026,core_foundational_transferable_evidence,percentage,57.0%
PVA-0512,Scaling medical device regulatory science using large language models.,NPJ digital medicine,2026,core_foundational_transferable_evidence,percentage,80%
PVA-0521,Vulnerability of Large Language Models to Prompt Injection When Providing Medical Advice.,JAMA network open,2025,core_foundational_transferable_evidence,percentage,94.4%
PVA-0521,Vulnerability of Large Language Models to Prompt Injection When Providing Medical Advice.,JAMA network open,2025,core_foundational_transferable_evidence,percentage,69.4%
PVA-0521,Vulnerability of Large Language Models to Prompt Injection When Providing Medical Advice.,JAMA network open,2025,core_foundational_transferable_evidence,percentage,100%
PVA-0521,Vulnerability of Large Language Models to Prompt Injection When Providing Medical Advice.,JAMA network open,2025,core_foundational_transferable_evidence,percentage,83.3%
PVA-0521,Vulnerability of Large Language Models to Prompt Injection When Providing Medical Advice.,JAMA network open,2025,core_foundational_transferable_evidence,percentage,91.7%
PVA-0521,Vulnerability of Large Language Models to Prompt Injection When Providing Medical Advice.,JAMA network open,2025,core_foundational_transferable_evidence,percentage,80.0%
PVA-0521,Vulnerability of Large Language Models to Prompt Injection When Providing Medical Advice.,JAMA network open,2025,core_foundational_transferable_evidence,event_count_of_total,102 of 108
PVA-0521,Vulnerability of Large Language Models to Prompt Injection When Providing Medical Advice.,JAMA network open,2025,core_foundational_transferable_evidence,event_count_of_total,75 of 108
PVA-0521,Vulnerability of Large Language Models to Prompt Injection When Providing Medical Advice.,JAMA network open,2025,core_foundational_transferable_evidence,event_count_of_total,36 of 36
PVA-0521,Vulnerability of Large Language Models to Prompt Injection When Providing Medical Advice.,JAMA network open,2025,core_foundational_transferable_evidence,event_count_of_total,30 of 36
PVA-0521,Vulnerability of Large Language Models to Prompt Injection When Providing Medical Advice.,JAMA network open,2025,core_foundational_transferable_evidence,event_count_of_total,33 of 36
PVA-0521,Vulnerability of Large Language Models to Prompt Injection When Providing Medical Advice.,JAMA network open,2025,core_foundational_transferable_evidence,event_count_of_total,5 of 5
PVA-0521,Vulnerability of Large Language Models to Prompt Injection When Providing Medical Advice.,JAMA network open,2025,core_foundational_transferable_evidence,event_count_of_total,4 of 5
PVA-0523,Generative Artificial Intelligence Applications Use Among US Youth.,JAMA network open,2026,core_pediatric_evidence,percentage,31.9%
PVA-0523,Generative Artificial Intelligence Applications Use Among US Youth.,JAMA network open,2026,core_pediatric_evidence,percentage,42.0%
PVA-0523,Generative Artificial Intelligence Applications Use Among US Youth.,JAMA network open,2026,core_pediatric_evidence,percentage,50.4%
PVA-0523,Generative Artificial Intelligence Applications Use Among US Youth.,JAMA network open,2026,core_pediatric_evidence,percentage,20.5%
PVA-0523,Generative Artificial Intelligence Applications Use Among US Youth.,JAMA network open,2026,core_pediatric_evidence,percentage,9.4%
PVA-0523,Generative Artificial Intelligence Applications Use Among US Youth.,JAMA network open,2026,core_pediatric_evidence,event_count_of_total,899 of 2139
PVA-0523,Generative Artificial Intelligence Applications Use Among US Youth.,JAMA network open,2026,core_pediatric_evidence,event_count_of_total,628 of 1246
PVA-0523,Generative Artificial Intelligence Applications Use Among US Youth.,JAMA network open,2026,core_pediatric_evidence,event_count_of_total,484 of 2366
PVA-0523,Generative Artificial Intelligence Applications Use Among US Youth.,JAMA network open,2026,core_pediatric_evidence,event_count_of_total,49 of 522
PVA-0542,Human-large language model collaboration in clinical medicine: a systematic review and meta-analysis.,NPJ digital medicine,2026,core_foundational_transferable_evidence,confidence_interval,"Diagnostic/interpretation accuracy (k = 2) showed a positive trend for H + AI (Risk Ratio [RR] 1.59), but was statistically imprecise and non-significant (95% CI 0.08 to 32.74), with 95% prediction intervals (PI) crossing the null."
PVA-0542,Human-large language model collaboration in clinical medicine: a systematic review and meta-analysis.,NPJ digital medicine,2026,core_foundational_transferable_evidence,confidence_interval,"Composite diagnostic/management scores (k = 2) showed a statistically significant improvement (Mean Difference [MD] +4.88 percentage points, 95% CI + 0.65 to +9.12), yet the PI (-31.65 to 41.42) indicates high real-world uncertainty."
PVA-0542,Human-large language model collaboration in clinical medicine: a systematic review and meta-analysis.,NPJ digital medicine,2026,core_foundational_transferable_evidence,confidence_interval,"Time efficiency (k = 3) showed no overall difference (MD + 0.4 min, 95%CI -4.18 to +4.97; I² = 70.1%)."
PVA-0542,Human-large language model collaboration in clinical medicine: a systematic review and meta-analysis.,NPJ digital medicine,2026,core_foundational_transferable_evidence,percentage,95%
PVA-0542,Human-large language model collaboration in clinical medicine: a systematic review and meta-analysis.,NPJ digital medicine,2026,core_foundational_transferable_evidence,percentage,70.1%
PVA-0542,Human-large language model collaboration in clinical medicine: a systematic review and meta-analysis.,NPJ digital medicine,2026,core_foundational_transferable_evidence,percentage,36%
PVA-0545,Deep Learning Prediction of Childhood Myopia Progression Using Fundus Image and Refraction Data.,JAMA network open,2026,core_pediatric_evidence,confidence_interval,"The deep learning model achieved AUC scores of 0.941 (95% CI, 0.936-0.946) for myopia risk prediction and 0.985 (95% CI, 0.982-0.988) for high myopia risk prediction, with an overall MAE of 0.322 D per year for SER prediction."
PVA-0545,Deep Learning Prediction of Childhood Myopia Progression Using Fundus Image and Refraction Data.,JAMA network open,2026,core_pediatric_evidence,auc_auroc,"Area under the curve (AUC) was used to assess myopia and high myopia risk prediction, and mean absolute error (MAE) was"
PVA-0545,Deep Learning Prediction of Childhood Myopia Progression Using Fundus Image and Refraction Data.,JAMA network open,2026,core_pediatric_evidence,auc_auroc,AUC scores of 0
PVA-0545,Deep Learning Prediction of Childhood Myopia Progression Using Fundus Image and Refraction Data.,JAMA network open,2026,core_pediatric_evidence,percentage,56.3%
PVA-0545,Deep Learning Prediction of Childhood Myopia Progression Using Fundus Image and Refraction Data.,JAMA network open,2026,core_pediatric_evidence,percentage,5.71%
PVA-0545,Deep Learning Prediction of Childhood Myopia Progression Using Fundus Image and Refraction Data.,JAMA network open,2026,core_pediatric_evidence,percentage,0.5%
PVA-0545,Deep Learning Prediction of Childhood Myopia Progression Using Fundus Image and Refraction Data.,JAMA network open,2026,core_pediatric_evidence,percentage,95%
PVA-0545,Deep Learning Prediction of Childhood Myopia Progression Using Fundus Image and Refraction Data.,JAMA network open,2026,core_pediatric_evidence,percentage,63.1%
PVA-0545,Deep Learning Prediction of Childhood Myopia Progression Using Fundus Image and Refraction Data.,JAMA network open,2026,core_pediatric_evidence,percentage,98.5%
PVA-0545,Deep Learning Prediction of Childhood Myopia Progression Using Fundus Image and Refraction Data.,JAMA network open,2026,core_pediatric_evidence,percentage,1.5%
PVA-0545,Deep Learning Prediction of Childhood Myopia Progression Using Fundus Image and Refraction Data.,JAMA network open,2026,core_pediatric_evidence,percentage,51.6%
PVA-0545,Deep Learning Prediction of Childhood Myopia Progression Using Fundus Image and Refraction Data.,JAMA network open,2026,core_pediatric_evidence,sample_size,n = 130
PVA-0545,Deep Learning Prediction of Childhood Myopia Progression Using Fundus Image and Refraction Data.,JAMA network open,2026,core_pediatric_evidence,sample_size,n = 103
PVA-0554,Evaluation of large language models for diagnostic impression generation from brain MRI report findings: a multicenter benchmark and reader study.,NPJ digital medicine,2026,core_foundational_transferable_evidence,percentage,97.6%
PVA-0554,Evaluation of large language models for diagnostic impression generation from brain MRI report findings: a multicenter benchmark and reader study.,NPJ digital medicine,2026,core_foundational_transferable_evidence,percentage,87.1%
PVA-0555,Making large language models reliable data science programming copilots for biomedical research.,Nature biomedical engineering,2026,core_foundational_transferable_evidence,percentage,40%
PVA-0555,Making large language models reliable data science programming copilots for biomedical research.,Nature biomedical engineering,2026,core_foundational_transferable_evidence,percentage,74%
PVA-0555,Making large language models reliable data science programming copilots for biomedical research.,Nature biomedical engineering,2026,core_foundational_transferable_evidence,percentage,80%
PVA-0564,Holistic evaluation of large language models for medical tasks with MedHELM.,Nature medicine,2026,core_foundational_transferable_evidence,percentage,66%
PVA-0564,Holistic evaluation of large language models for medical tasks with MedHELM.,Nature medicine,2026,core_foundational_transferable_evidence,percentage,15%
PVA-0572,A randomized controlled trial of a WeChat-based artificial intelligence agent for postoperative care in orthopedic patients.,NPJ digital medicine,2026,core_foundational_transferable_evidence,p_value,p < 0.05
PVA-0572,A randomized controlled trial of a WeChat-based artificial intelligence agent for postoperative care in orthopedic patients.,NPJ digital medicine,2026,core_foundational_transferable_evidence,p_value,p > 0.05
PVA-0572,A randomized controlled trial of a WeChat-based artificial intelligence agent for postoperative care in orthopedic patients.,NPJ digital medicine,2026,core_foundational_transferable_evidence,percentage,93.9%
PVA-0572,A randomized controlled trial of a WeChat-based artificial intelligence agent for postoperative care in orthopedic patients.,NPJ digital medicine,2026,core_foundational_transferable_evidence,percentage,98.1%
PVA-0577,Identification of modifiable plasma protein markers of cardiometabolic risk in children and adolescents with obesity.,Nature communications,2026,core_pediatric_evidence,p_value,P < 0.05
PVA-0577,Identification of modifiable plasma protein markers of cardiometabolic risk in children and adolescents with obesity.,Nature communications,2026,core_pediatric_evidence,auc_auroc,area under the curve (ROC-AUC) = 0
PVA-0577,Identification of modifiable plasma protein markers of cardiometabolic risk in children and adolescents with obesity.,Nature communications,2026,core_pediatric_evidence,sample_size,n = 184
PVA-0592,Assessing the impact of safety guardrails on large language models using irritability metrics.,NPJ digital medicine,2026,core_foundational_transferable_evidence,p_value,p < 0.001
PVA-0594,Psychometric properties and detectability of GPT-4o-generated multiple-choice questions compared with human-authored items across imaging specialties.,NPJ digital medicine,2026,core_foundational_transferable_evidence,sample_size,n = 82
PVA-0594,Psychometric properties and detectability of GPT-4o-generated multiple-choice questions compared with human-authored items across imaging specialties.,NPJ digital medicine,2026,core_foundational_transferable_evidence,sample_size,n = 46
PVA-0597,An autonomous agentic workflow for clinical detection of cognitive concerns using large language models.,NPJ digital medicine,2026,core_foundational_transferable_evidence,percentage,44%
PVA-0599,EvoMDT: a self-evolving multi-agent system for structured clinical decision-making in multi-cancer.,NPJ digital medicine,2026,core_foundational_transferable_evidence,percentage,40%
PVA-0602,Ambient AI Scribes in Clinical Practice: A Randomized Trial.,NEJM AI,2025,core_foundational_transferable_evidence,confidence_interval,"Nabla users experienced a 9.5% (95% confidence interval [CI], -17.2% to -1.8%; P=0.02) decrease in time-in-note versus the control group, whereas DAX users exhibited no significant change versus the control group (-1.7%; 95% CI, -9.4% to +5.9%; P=0.66)."
PVA-0602,Ambient AI Scribes in Clinical Practice: A Randomized Trial.,NEJM AI,2025,core_foundational_transferable_evidence,confidence_interval,"Increases in total Mini-Z (scale 10-50; DAX 2.83 [95% CI, +1.28 to +4.37]; Nabla +2.69 [95% CI, +1.14 to +4.23]) and reductions in PTL (scale 0-400; DAX -39.9 [95% CI, -71.9 to -7.9]; Nabla -31.7 [95% CI, -63.8 to +0.4]), and PFI-WE (scale 0-4; DAX 0.32 [95% CI,-0.55 to -0.08]; Nabla -0.23 [95% CI, -0.46 to +0.01]) scores suggest improvement for users of either scribe versus the control."
PVA-0602,Ambient AI Scribes in Clinical Practice: A Randomized Trial.,NEJM AI,2025,core_foundational_transferable_evidence,confidence_interval,"One grade 1 (mild) adverse event was reported, while clinically significant inaccuracies were noted ""occasionally"" on five-point Likert questions (DAX 2.7 [95% CI, 2.4 to 3.0]; Nabla 2.8 [95% CI, 2.6 to 3.0])."
PVA-0602,Ambient AI Scribes in Clinical Practice: A Randomized Trial.,NEJM AI,2025,core_foundational_transferable_evidence,p_value,P=0.02
PVA-0602,Ambient AI Scribes in Clinical Practice: A Randomized Trial.,NEJM AI,2025,core_foundational_transferable_evidence,p_value,P=0.66
PVA-0602,Ambient AI Scribes in Clinical Practice: A Randomized Trial.,NEJM AI,2025,core_foundational_transferable_evidence,percentage,33.5%
PVA-0602,Ambient AI Scribes in Clinical Practice: A Randomized Trial.,NEJM AI,2025,core_foundational_transferable_evidence,percentage,29.5%
PVA-0602,Ambient AI Scribes in Clinical Practice: A Randomized Trial.,NEJM AI,2025,core_foundational_transferable_evidence,percentage,9.5%
PVA-0602,Ambient AI Scribes in Clinical Practice: A Randomized Trial.,NEJM AI,2025,core_foundational_transferable_evidence,percentage,95%
PVA-0602,Ambient AI Scribes in Clinical Practice: A Randomized Trial.,NEJM AI,2025,core_foundational_transferable_evidence,percentage,17.2%
PVA-0602,Ambient AI Scribes in Clinical Practice: A Randomized Trial.,NEJM AI,2025,core_foundational_transferable_evidence,percentage,1.8%
PVA-0602,Ambient AI Scribes in Clinical Practice: A Randomized Trial.,NEJM AI,2025,core_foundational_transferable_evidence,percentage,1.7%
PVA-0602,Ambient AI Scribes in Clinical Practice: A Randomized Trial.,NEJM AI,2025,core_foundational_transferable_evidence,percentage,9.4%
PVA-0607,Model confrontation and collaboration: A debate intelligence framework for enhancing medical reasoning in large language models.,Cell reports. Medicine,2026,core_foundational_transferable_evidence,percentage,92.6%
PVA-0607,Model confrontation and collaboration: A debate intelligence framework for enhancing medical reasoning in large language models.,Cell reports. Medicine,2026,core_foundational_transferable_evidence,percentage,84.8%
PVA-0607,Model confrontation and collaboration: A debate intelligence framework for enhancing medical reasoning in large language models.,Cell reports. Medicine,2026,core_foundational_transferable_evidence,percentage,80%
PVA-0618,A novel evaluation benchmark for medical LLMs illuminating safety and effectiveness in clinical domains.,NPJ digital medicine,2025,core_foundational_transferable_evidence,p_value,p < 0.0001
PVA-0618,A novel evaluation benchmark for medical LLMs illuminating safety and effectiveness in clinical domains.,NPJ digital medicine,2025,core_foundational_transferable_evidence,percentage,57.2%
PVA-0618,A novel evaluation benchmark for medical LLMs illuminating safety and effectiveness in clinical domains.,NPJ digital medicine,2025,core_foundational_transferable_evidence,percentage,54.7%
PVA-0618,A novel evaluation benchmark for medical LLMs illuminating safety and effectiveness in clinical domains.,NPJ digital medicine,2025,core_foundational_transferable_evidence,percentage,62.3%
PVA-0618,A novel evaluation benchmark for medical LLMs illuminating safety and effectiveness in clinical domains.,NPJ digital medicine,2025,core_foundational_transferable_evidence,percentage,13.3%
PVA-0628,Multi-step retrieval and reasoning improves radiology question answering with large language models.,NPJ digital medicine,2025,core_foundational_transferable_evidence,percentage,75%
PVA-0628,Multi-step retrieval and reasoning improves radiology question answering with large language models.,NPJ digital medicine,2025,core_foundational_transferable_evidence,percentage,67%
PVA-0628,Multi-step retrieval and reasoning improves radiology question answering with large language models.,NPJ digital medicine,2025,core_foundational_transferable_evidence,percentage,69%
PVA-0628,Multi-step retrieval and reasoning improves radiology question answering with large language models.,NPJ digital medicine,2025,core_foundational_transferable_evidence,percentage,72%
PVA-0628,Multi-step retrieval and reasoning improves radiology question answering with large language models.,NPJ digital medicine,2025,core_foundational_transferable_evidence,percentage,81%
PVA-0628,Multi-step retrieval and reasoning improves radiology question answering with large language models.,NPJ digital medicine,2025,core_foundational_transferable_evidence,percentage,46%
PVA-0641,"Development and validation of a pre-trained language model for neonatal morbidities: a retrospective, multicentre, prognostic study.",The Lancet. Digital health,2025,core_pediatric_evidence,confidence_interval,"In the primary cohort, the mean AUPRC over 19 outcomes was 0·291 (95% CI 0·268-0·314) for NeonatalBERT, 0·238 (0·217-0·259) for Bio-ClinicalBERT, 0·217 (0·197-0·236) for BioBERT, and 0·194 (0·177-0·211) for the traditional model using tabular data."
PVA-0641,"Development and validation of a pre-trained language model for neonatal morbidities: a retrospective, multicentre, prognostic study.",The Lancet. Digital health,2025,core_pediatric_evidence,auc_auroc,"area under the receiver operating characteristic curve, area under the precision-recall curve (AUPRC), and F1 scores wer"
PVA-0641,"Development and validation of a pre-trained language model for neonatal morbidities: a retrospective, multicentre, prognostic study.",The Lancet. Digital health,2025,core_pediatric_evidence,percentage,6%
PVA-0641,"Development and validation of a pre-trained language model for neonatal morbidities: a retrospective, multicentre, prognostic study.",The Lancet. Digital health,2025,core_pediatric_evidence,percentage,4%
PVA-0641,"Development and validation of a pre-trained language model for neonatal morbidities: a retrospective, multicentre, prognostic study.",The Lancet. Digital health,2025,core_pediatric_evidence,percentage,7%
PVA-0641,"Development and validation of a pre-trained language model for neonatal morbidities: a retrospective, multicentre, prognostic study.",The Lancet. Digital health,2025,core_pediatric_evidence,percentage,3%
PVA-0641,"Development and validation of a pre-trained language model for neonatal morbidities: a retrospective, multicentre, prognostic study.",The Lancet. Digital health,2025,core_pediatric_evidence,percentage,2%
PVA-0641,"Development and validation of a pre-trained language model for neonatal morbidities: a retrospective, multicentre, prognostic study.",The Lancet. Digital health,2025,core_pediatric_evidence,percentage,8%
PVA-0641,"Development and validation of a pre-trained language model for neonatal morbidities: a retrospective, multicentre, prognostic study.",The Lancet. Digital health,2025,core_pediatric_evidence,percentage,95%
PVA-0656,Evaluating commercial multimodal AI for diabetic eye screening and implications for an alternative regulatory pathway.,NPJ digital medicine,2025,core_foundational_transferable_evidence,auc_auroc,"area under the receiver operator characteristic curve (AUC), 0"
PVA-0656,Evaluating commercial multimodal AI for diabetic eye screening and implications for an alternative regulatory pathway.,NPJ digital medicine,2025,core_foundational_transferable_evidence,auc_auroc,AUC was not calculable for Gemini
PVA-0656,Evaluating commercial multimodal AI for diabetic eye screening and implications for an alternative regulatory pathway.,NPJ digital medicine,2025,core_foundational_transferable_evidence,auc_auroc,AUC of retina specialists on the same task was estimated at 0
PVA-0663,Enhancing privacy-preserving deployable large language models for perioperative complication detection: a targeted strategy with LoRA fine-tuning.,NPJ digital medicine,2025,core_foundational_transferable_evidence,confidence_interval,"On external validation (Center 2), the optimized 4B model's micro‑F1 rose from 0.28 to 0.64, approaching human experts (F1 = 0.69), driven by the targeted strategy (ΔF1 = 0.256, 95% CI [0.181, 0.336]) and LoRA (ΔF1 = 0.103, 95% CI [0.023, 0.186])."
PVA-0663,Enhancing privacy-preserving deployable large language models for perioperative complication detection: a targeted strategy with LoRA fine-tuning.,NPJ digital medicine,2025,core_foundational_transferable_evidence,p_value,p < 0.001
PVA-0663,Enhancing privacy-preserving deployable large language models for perioperative complication detection: a targeted strategy with LoRA fine-tuning.,NPJ digital medicine,2025,core_foundational_transferable_evidence,percentage,27%
PVA-0663,Enhancing privacy-preserving deployable large language models for perioperative complication detection: a targeted strategy with LoRA fine-tuning.,NPJ digital medicine,2025,core_foundational_transferable_evidence,percentage,95%
PVA-0667,Uptake of Generative AI Integrated With Electronic Health Records in US Hospitals.,JAMA network open,2025,core_foundational_transferable_evidence,confidence_interval,"In adjusted analyses, hospitals that used predictive AI were more likely to be early adopters or fast followers than delayed adopters (difference, 26.2 [95% CI, 16.8-35.6] percentage points)."
PVA-0667,Uptake of Generative AI Integrated With Electronic Health Records in US Hospitals.,JAMA network open,2025,core_foundational_transferable_evidence,confidence_interval,"Users of Epic were more likely to be early adopters and fast followers than users of other EHRs (eg, likelihood of being an early adopter or fast follower, Epic vs Oracle users: 21.9 [95% CI, 16.3-27.4] percentage points)."
PVA-0667,Uptake of Generative AI Integrated With Electronic Health Records in US Hospitals.,JAMA network open,2025,core_foundational_transferable_evidence,confidence_interval,"Hospitals that reported conducting all local evaluation practices (accuracy, bias, postdeployment) were slower to adopt than hospitals that reported only 1 evaluation practice (all local evaluation processes: 12.1 [95% CI, 4.5-19.6] percentage points less likely to be early adopters than fast followers)."
PVA-0667,Uptake of Generative AI Integrated With Electronic Health Records in US Hospitals.,JAMA network open,2025,core_foundational_transferable_evidence,percentage,50.4%
PVA-0667,Uptake of Generative AI Integrated With Electronic Health Records in US Hospitals.,JAMA network open,2025,core_foundational_transferable_evidence,percentage,60.8%
PVA-0667,Uptake of Generative AI Integrated With Electronic Health Records in US Hospitals.,JAMA network open,2025,core_foundational_transferable_evidence,percentage,68.8%
PVA-0667,Uptake of Generative AI Integrated With Electronic Health Records in US Hospitals.,JAMA network open,2025,core_foundational_transferable_evidence,percentage,51.5%
PVA-0667,Uptake of Generative AI Integrated With Electronic Health Records in US Hospitals.,JAMA network open,2025,core_foundational_transferable_evidence,percentage,31.5%
PVA-0667,Uptake of Generative AI Integrated With Electronic Health Records in US Hospitals.,JAMA network open,2025,core_foundational_transferable_evidence,percentage,24.7%
PVA-0667,Uptake of Generative AI Integrated With Electronic Health Records in US Hospitals.,JAMA network open,2025,core_foundational_transferable_evidence,percentage,43.7%
PVA-0667,Uptake of Generative AI Integrated With Electronic Health Records in US Hospitals.,JAMA network open,2025,core_foundational_transferable_evidence,percentage,95%
PVA-0678,"The impact of artificial intelligence-driven decision support on uncertain antimicrobial prescribing: a randomised, multimethod study.",The Lancet. Digital health,2025,core_pediatric_evidence,confidence_interval,"When a statistical difference was observed, the CDSS influenced participants towards not switching (χ2 7·73, p=0·0054; logistic regression odds ratio 0·13 [95% CI 0·03-0·50]; p=0·0031)."
PVA-0678,"The impact of artificial intelligence-driven decision support on uncertain antimicrobial prescribing: a randomised, multimethod study.",The Lancet. Digital health,2025,core_pediatric_evidence,odds_ratio,odds ratio 0·13 [95% CI 0·03-0·50]
PVA-0678,"The impact of artificial intelligence-driven decision support on uncertain antimicrobial prescribing: a randomised, multimethod study.",The Lancet. Digital health,2025,core_pediatric_evidence,percentage,45%
PVA-0678,"The impact of artificial intelligence-driven decision support on uncertain antimicrobial prescribing: a randomised, multimethod study.",The Lancet. Digital health,2025,core_pediatric_evidence,percentage,55%
PVA-0678,"The impact of artificial intelligence-driven decision support on uncertain antimicrobial prescribing: a randomised, multimethod study.",The Lancet. Digital health,2025,core_pediatric_evidence,percentage,62%
PVA-0678,"The impact of artificial intelligence-driven decision support on uncertain antimicrobial prescribing: a randomised, multimethod study.",The Lancet. Digital health,2025,core_pediatric_evidence,percentage,38%
PVA-0678,"The impact of artificial intelligence-driven decision support on uncertain antimicrobial prescribing: a randomised, multimethod study.",The Lancet. Digital health,2025,core_pediatric_evidence,percentage,33%
PVA-0678,"The impact of artificial intelligence-driven decision support on uncertain antimicrobial prescribing: a randomised, multimethod study.",The Lancet. Digital health,2025,core_pediatric_evidence,percentage,95%
PVA-0678,"The impact of artificial intelligence-driven decision support on uncertain antimicrobial prescribing: a randomised, multimethod study.",The Lancet. Digital health,2025,core_pediatric_evidence,percentage,9%
PVA-0690,Automating expert-level medical reasoning evaluation of large language models.,NPJ digital medicine,2025,core_foundational_transferable_evidence,percentage,1.4%
PVA-0708,Effective sample size for individual risk predictions: quantifying uncertainty in machine learning models.,The Lancet. Digital health,2025,core_pediatric_evidence,sample_size,N=23
PVA-0747,Uncertainty-aware large language models for explainable disease diagnosis.,NPJ digital medicine,2025,core_foundational_transferable_evidence,percentage,10.7%
PVA-0747,Uncertainty-aware large language models for explainable disease diagnosis.,NPJ digital medicine,2025,core_foundational_transferable_evidence,percentage,26%
PVA-0751,Diagnostic accuracy of the WHO tuberculosis treatment decision algorithms for children with presumptive tuberculosis: An individual participant data meta-analysis.,PLoS medicine,2025,core_pediatric_evidence,confidence_interval,"For TDAs A and B, algorithm sensitivity was 84.3% (95% CI: 74.8, 90.6) and 90.6% (95% CI: 83.8, 94.7), respectively, with a specificity of 50.6% (95% CI: 30.4, 70.7) and 30.8% (95% CI: 21.5, 42.0), respectively."
PVA-0751,Diagnostic accuracy of the WHO tuberculosis treatment decision algorithms for children with presumptive tuberculosis: An individual participant data meta-analysis.,PLoS medicine,2025,core_pediatric_evidence,confidence_interval,"For TDA A, estimated sensitivity in children in high-risk groups was lower than those with low-risk (83.0%, 95% CI: 79.4%, 86.1%; versus 88.0%, 95% CI: 84.8%, 90.6%), while having a gain in specificity (50.0%, 95% CI: 44.9%, 55.1%; versus 36.6%, 95% CI: 32.7%, 40.7%)."
PVA-0751,Diagnostic accuracy of the WHO tuberculosis treatment decision algorithms for children with presumptive tuberculosis: An individual participant data meta-analysis.,PLoS medicine,2025,core_pediatric_evidence,percentage,39.3%
PVA-0751,Diagnostic accuracy of the WHO tuberculosis treatment decision algorithms for children with presumptive tuberculosis: An individual participant data meta-analysis.,PLoS medicine,2025,core_pediatric_evidence,percentage,20.3%
PVA-0751,Diagnostic accuracy of the WHO tuberculosis treatment decision algorithms for children with presumptive tuberculosis: An individual participant data meta-analysis.,PLoS medicine,2025,core_pediatric_evidence,percentage,15.1%
PVA-0751,Diagnostic accuracy of the WHO tuberculosis treatment decision algorithms for children with presumptive tuberculosis: An individual participant data meta-analysis.,PLoS medicine,2025,core_pediatric_evidence,percentage,14.9%
